11,17,8,8月17日,0,8月29日
4,9,4,8月16日,0,8月28日
0,5,0,8月16日,0,8月27日
11,14,6,8月15日,0,8月26日
0,17,1,8月13日,0,8月25日
0,17,1,8月8日,0,8月24日
26,1686,4231,8月8日,0,8月23日
0,12,3,8月6日,0,8月22日
1,11,1,8月6日,0,8月21日
6,20,1,8月3日,0,8月20日
3,11,0,8月2日,0,8月19日
1,16,0,8月1日,0,8月18日
53,181,1353,7月31日,0,8月17日
3,28,0,7月25日,0,8月16日
2,47,1,7月20日,0,8月15日
3,27,1,7月19日,0,8月14日
0,15,0,7月17日,0,8月13日
2,20,0,7月14日,0,8月12日
18,24,9,7月13日,0,8月11日
6,13,0,7月12日,0,8月10日
5,20,1,7月12日,0,8月9日
2,14,0,7月12日,4231,8月8日
9,12,1,7月10日,0,8月7日
6,8,2,7月10日,0,8月6日
3,13,0,7月6日,0,8月5日
1,10,0,7月5日,0,8月4日
127,180,90,7月5日,0,8月3日
6,9,0,7月3日,0,8月2日
3,7,0,7月3日,0,8月1日
5,15,0,7月1日,1353,7月31日
6,14,2,6月30日,0,7月30日
7,126,33,6月28日,0,7月29日
5,7,0,6月26日,0,7月28日
7,54,4,6月23日,0,7月27日
5,28,3,6月22日,0,7月26日
1,5,1,6月22日,0,7月25日
2,5,0,6月21日,0,7月24日
6,9,1,6月21日,0,7月23日
3268,6066,10251,6月20日,0,7月22日
0,11,0,6月19日,0,7月21日
2,8,0,6月19日,0,7月20日
16,75,94,6月15日,0,7月19日
4,7,3,6月15日,0,7月18日
3,2,0,6月15日,0,7月17日
28,12,10,6月14日,0,7月16日
8,148,124,6月14日,0,7月15日
6,17,0,6月14日,0,7月14日
17,10,4,6月13日,0,7月13日
20,15,10,6月12日,0,7月12日
5,7,2,6月12日,0,7月11日
3,20,0,6月12日,0,7月10日
13,4,1,6月12日,0,7月9日
2,3,0,6月11日,0,7月8日
3,1,0,6月11日,0,7月7日
1,6,0,6月9日,0,7月6日
3,4,1,6月8日,0,7月5日
2,3,0,6月7日,0,7月4日
10,162,32,6月7日,0,7月3日
0,2,0,6月7日,0,7月2日
2,7,1,6月6日,0,7月1日
3,1,0,6月6日,0,6月30日
0,1,0,6月6日,0,6月29日
3,15,2,6月5日,0,6月28日
3,1,0,6月5日,0,6月27日
3,2,0,6月5日,0,6月26日
1,7,0,6月4日,0,6月25日
1,2,0,6月4日,0,6月24日
1,9,2,6月4日,0,6月23日
3,9,2,6月2日,0,6月22日
1,4,0,6月1日,0,6月21日
3,3,0,6月1日,10251,6月20日
4,1,1,5月31日,0,6月19日
39,507,649,5月30日,0,6月18日
5,3,1,5月30日,0,6月17日
2,16,0,5月30日,0,6月16日
5,2,0,5月30日,0,6月15日
5,1,0,5月29日,124,6月14日
3,10,2,5月24日,0,6月13日
2,5,1,5月24日,0,6月12日
4,3,0,5月24日,0,6月11日
8,6,0,5月22日,0,6月10日
21,37,5,5月21日,0,6月9日
5,4,1,5月21日,0,6月8日
6,9,2,5月21日,0,6月7日
5,4,2,5月20日,0,6月6日
2,6,0,5月19日,0,6月5日
105,559,449,5月18日,0,6月4日
3,12,1,5月17日,0,6月3日
16,92,88,5月17日,0,6月2日
4,4,0,5月16日,0,6月1日
11,10,1,5月13日,0,5月31日
6,8,2,5月10日,649,5月30日
5,10,5,5月9日,0,5月29日
6,7,1,5月8日,0,5月28日
7,4,1,5月7日,0,5月27日
4,6,0,5月7日,0,5月26日
11,13,2,5月4日,0,5月25日
34,4574,4834,5月4日,0,5月24日
6,8,2,5月4日,0,5月23日
7,6,4,5月2日,0,5月22日
3,7,1,4月29日,0,5月21日
2,5,0,4月28日,0,5月20日
4,17,2,4月28日,0,5月19日
10,12,0,4月26日,449,5月18日
216,673,2943,4月26日,0,5月17日
4,13,0,4月24日,0,5月16日
2,28,1,4月20日,0,5月15日
176,174,5534,4月20日,0,5月14日
6,10,1,4月20日,0,5月13日
7,7,2,4月19日,0,5月12日
1,9,0,4月19日,0,5月11日
2,8,2,4月19日,0,5月10日
2,6,3,4月16日,0,5月9日
482,144,677,4月11日,0,5月8日
2,12,0,4月9日,0,5月7日
7,20,2,4月5日,0,5月6日
3,22,0,3月30日,0,5月5日
12,36,1,3月28日,4834,5月4日
3,20,0,3月25日,0,5月3日
5,7,0,3月21日,0,5月2日
53,687,595,3月20日,0,5月1日
5,10,3,3月19日,0,4月30日
9,10,0,3月19日,0,4月29日
401,1764,1770,3月14日,0,4月28日
9,27,1,3月8日,0,4月27日
10,6,2,3月8日,2943,4月26日
1,38,2,2月26日,0,4月25日
5,10,0,2月23日,0,4月24日
8,9,0,2月18日,0,4月23日
10,10,3,2月15日,0,4月22日
356,1468,2466,2月14日,0,4月21日
8,7,3,2月13日,0,4月20日
5,9,0,2月11日,0,4月19日
6,4,2,2月11日,0,4月18日
6,51,2,2月2日,0,4月17日
2,4,0,2月1日,0,4月16日
4,20,1,1月29日,0,4月15日
4,19,6,1月29日,0,4月14日
7,7,1,1月29日,0,4月13日
3,75,2,1月19日,0,4月12日
154,564,51467,1月18日,677,4月11日
4,16,1,1月18日,0,4月10日
2,9,0,1月16日,0,4月9日
0,4,0,1月16日,0,4月8日
1,6,0,1月16日,0,4月7日
4,13,1,1月15日,0,4月6日
11,84,1298,1月9日,0,4月5日
3,9,0,1月8日,0,4月4日
1,12,0,1月8日,0,4月3日
6,20,2,1月5日,0,4月2日
6,21,14,1月5日,0,4月1日
1,20,1,1月3日,0,3月31日
7,10,3,1月3日,0,3月30日
7,8,0,1月1日,0,3月29日
6,10,3,1月1日,0,3月28日
,,,,0,3月27日
,,,,0,3月26日
,,,,0,3月25日
,,,,0,3月24日
,,,,0,3月23日
,,,,0,3月22日
,,,,0,3月21日
,,,,595,3月20日
,,,,0,3月19日
,,,,0,3月18日
,,,,0,3月17日
,,,,0,3月16日
,,,,0,3月15日
,,,,1770,3月14日
,,,,0,3月13日
,,,,0,3月12日
,,,,0,3月11日
,,,,0,3月10日
,,,,0,3月9日
,,,,0,3月8日
,,,,0,3月7日
,,,,0,3月6日
,,,,0,3月5日
,,,,0,3月4日
,,,,0,3月3日
,,,,0,3月2日
,,,,0,3月1日
,,,,0,2月28日
,,,,0,2月27日
,,,,0,2月26日
,,,,0,2月25日
,,,,0,2月24日
,,,,0,2月23日
,,,,0,2月22日
,,,,0,2月21日
,,,,0,2月20日
,,,,0,2月19日
,,,,0,2月18日
